biome * ffffff ffffff ffffff
block 1500 1 ff451e56
block 1500 2 ff331740
block 1500 3 ff26102b
block 1500 4 ff5a2e62
block 1500 5 ff7a2b5a
block 1500 6 ff2d183c
block 1500 7 ff5d1f75
block 1501 * ff7c007c
block 1501 0 d7462253
block 1501 1 6f3f1b4f
block 1501 2 3b110419
block 1501 3 f028112c
block 1501 4 7a7b437d
block 1501 5 ff7a2b5a
block 1501 6 93231634
block 1501 7 bf691f83
block 1502 0 ff7c007c
block 1502 1 ff56214e
block 1502 2 ff561b5f
block 1502 3 ff4b2461
block 1502 4 ff582c56
block 1502 5 ff4c2c55
block 1502 6 ff57205d
block 1502 7 ff461a4e
block 1502 8 ff4c2155
block 1502 9 ff442a62
block 1502 10 ff4f1a59
block 1502 11 ff481c60
block 1502 12 ff52204e
block 1502 13 ff461e4f
block 1502 14 ff551b4f
block 1502 15 ff42164b
block 1503 * ff7c007c
block 1503 0 ff351943
block 1504 * ff7c007c
block 1504 0 ff351a43
block 1505 0 40c8c404
block 1505 1 371a7c0d
block 1505 2 528f5e34
block 1505 3 89868686
block 1505 4 549e9e9e
block 1505 5 21cacaca
block 1505 6 56c9c9c9
block 1505 7 49bc931d
block 1505 8 61cfa600
block 1505 9 326ca073
block 1505 10 5d353636
block 1505 11 46979898
block 1505 12 5dbdbdbd
block 1505 13 67888804
block 1505 14 2da9a9a9
block 1505 15 ff7c007c
block 1506 * ff7c007c
block 1506 0 bf797979
block 1506 1 bd0d0d0d
block 1506 2 ae7d7d7d
block 1506 3 94696969
block 1506 4 e5828282
block 1506 5 8a6e6e6e
block 1506 6 b6848484
block 1507 * ffaf8f5b
block 1507 0 ff7c007c
block 1507 1 ff9e8150
block 1507 2 ff9a7d4d
block 1507 3 ff9d8254
block 1507 4 ff9e8253
block 1507 5 ff9a7e51
block 1507 6 ff9b8153
block 1507 7 ff8f7750
block 1507 10 ff8f7447
block 1507 11 ffa38758
block 1507 12 ff6b5736
block 1507 13 ffa58756
block 1507 14 ff897046
block 1507 15 ff8a7147
block 1508 * ff725636
block 1508 0 ff7c007c
block 1508 1 ff674d2f
block 1508 2 ff644a2d
block 1508 3 ff664e31
block 1508 4 ff674e31
block 1508 5 ff644c2f
block 1508 6 ff654d31
block 1508 7 ff5d482f
block 1508 10 ff5d4529
block 1508 11 ff6a5134
block 1508 12 ff45341f
block 1508 13 ff6c5132
block 1508 14 ff594329
block 1508 15 ff5a4429
block 1509 * ffbca570
block 1509 0 ff7c007c
block 1509 1 ffb59f6b
block 1509 2 ffb39d69
block 1509 3 ffb49f6c
block 1509 4 ffb49f6c
block 1509 5 ffb29d6b
block 1509 6 ffb39e6c
block 1509 7 ffad996a
block 1509 10 ffae9866
block 1509 11 ffb7a16e
block 1509 12 ff99865b
block 1509 13 ffb8a16d
block 1509 14 ffa38d5d
block 1509 15 ffa48e5d
block 1510 * ffaf7e5b
block 1510 0 ff7c007c
block 1510 1 ff9e7150
block 1510 2 ff9a6d4d
block 1510 3 ff9d7354
block 1510 4 ff9e7353
block 1510 5 ff9a6f51
block 1510 6 ff9b7253
block 1510 7 ff8f6b50
block 1510 10 ff8f6547
block 1510 11 ffa37758
block 1510 12 ff6b4c36
block 1510 13 ffa57756
block 1510 14 ff896346
block 1510 15 ff8a6347
block 1511 * ff975213
block 1511 0 ff7c007c
block 1511 1 ff894a1f
block 1511 2 ff87481b
block 1511 3 ff8a4416
block 1511 4 ff884214
block 1511 5 ff894416
block 1511 6 ff8d4816
block 1511 7 ff894418
block 1511 10 ff793d1b
block 1511 11 ff8f4917
block 1511 12 ff894316
block 1511 13 ff904b16
block 1511 14 ff874316
block 1511 15 ff8d481b
block 1512 * ff59320b
block 1512 0 ff7c007c
block 1512 1 ff58310e
block 1512 2 ff57300e
block 1512 3 ff674220
block 1512 4 ff633f1f
block 1512 5 ff643f1f
block 1512 6 ff563210
block 1512 7 ff4e2b0f
block 1512 10 ff4f290d
block 1512 11 ff55310f
block 1512 12 ff543011
block 1512 13 ff582f08
block 1512 14 ff543012
block 1512 15 ff593517
block 1513 0 ffdddddd
block 1513 1 ffdb7d3e
block 1513 2 ffb450bc
block 1513 3 ff6a8ac9
block 1513 4 ffb1a527
block 1513 5 ff41ae38
block 1513 6 ffd08498
block 1513 7 ff404040
block 1513 8 ff9aa1a1
block 1513 9 ff2e6e89
block 1513 10 ff7e3db6
block 1513 11 ff2e388d
block 1513 12 ff4f321f
block 1513 13 ff35461b
block 1513 14 ff963430
block 1513 15 ff191616
block 1521 0 53574930
block 1526 * 1377674c
block 1531 * 13887346
block 1532 * ff6c6c6c
block 1533 * ff6c6c6c
block 1533 1 ff626262
block 1533 4 ffb2af62
block 1534 * ff7e7e7e
block 1534 1 ff616161
block 1535 * ffb57347
block 1536 * ff7d7d7d
block 1537 * ff7d7d7d
block 1538 * ffa3a05a
block 1539 * ff4d3737
block 1540 * ffededed
block 1540 1 ff979997
block 1541 * ffededed
block 1542 * ff373737
block 1542 1 ff43474b
block 1543 * ff4f6878
block 1544 * ff7c007c
block 1545 * ff4f6878
block 1546 * ff293b78
block 1547 * ff693600
block 1548 * ff649255
block 1549 * ffc41b1b
block 1550 * ff166d00
block 1551 * ff8c8c8c
block 1552 * ff020063
block 1553 * ff020063
block 1554 * ff020063
block 1555 * ff020063
block 1556 * ff020063
block 1557 * ff020063
block 1558 * ff020063
block 1559 * ff020063
block 1560 * ff020063
block 1561 * ff020063
block 1562 * ff020063
block 1563 * ff020063
block 1564 * ff020063
block 1565 * ff020063
block 1566 * ff020063
block 1567 * ff020063
block 1568 * ff020063
block 1569 * ff84838e
block 1570 * ff77898a
block 1571 * ff7f7673
block 1572 * ff606060
block 1573 * ff988b83
block 1574 * ffaba683
block 1575 * ff4c6b97
block 1576 * ff8d5251
block 1577 * ff8d5251
block 1578 * ff8ba3a9
block 1579 * ff657e6e
block 1580 * ff303030
block 1581 * ff3c3632
block 1582 * ff464432
block 1583 * ff1b2a41
block 1584 * ff371919
block 1585 * ff371919
block 1586 * ff364245
block 1587 * ff25322a
block 1588 * ff191919
block 1589 * ff1b1917
block 1590 * ff1e1d16
block 1591 * ff111622
block 1592 * ff1b0f0f
block 1593 * ff1b0f0f
block 1594 * ff181d1e
block 1595 * ff131b16
block 1596 * ff4d4c3e
block 1597 * ff5c5847
block 1598 * ff615e46
block 1599 * ff464c4d
block 1600 * ff5a493b
block 1601 * ff5a493b
block 1602 * ff585f52
block 1603 * ff4f5a44
block 1604 * ff3c3c3c
block 1605 * ffaaaaaa
block 1606 * ff8d8adb
block 1607 * ff2c999b
block 1608 * ff9f8792
block 1609 * ff535353
block 1610 * ff191919
block 1611 * ff2e393c
block 1612 * ff535353
block 1613 * ff195768
block 1614 * ff5b5b5b
block 1615 * ff121212
block 1616 * ff16172b
block 1617 * ff565544
block 1618 * ff272727
block 1619 * ff0e0e24
block 1620 * ff180d15
block 1621 * ff20257e
block 1622 * ff272727
block 1623 * ff616162
block 1624 * ff191d47
block 1625 * ff2d2d2d
block 1626 * ff252732
block 1627 * ff262d29
block 1628 * ff1d5f1d
block 1629 * ff262e27
block 1630 * ff004305
block 1631 * ff242424
block 1632 * ff34302e
block 1633 * ff39362d
block 1634 * ff212632
block 1635 * ff312121
block 1636 * ff312121
block 1637 * ff303739
block 1638 * ff28342c
block 1639 0 879f9f9f
block 1639 1 87f2c17c
block 1639 2 87e87cf2
block 1639 3 877cbdf2
block 1639 4 87f2ee7c
block 1639 5 87c6f27c
block 1639 6 87f27ca3
block 1639 7 877cf2ad
block 1639 8 87b77cf2
block 1639 9 877c9af2
block 1639 10 877cf2f2
block 1639 11 878cf27c
block 1639 12 87f27c7c
block 1640 * ff8e8483
block 1641 * ffdb928a
block 1642 * ff9b6845
block 1643 * ff414141
block 1644 * ff373643
block 1645 * ff293f3f
block 1646 * ff433736
block 1647 * ffa2a2a2
block 1648 * ff8c8ca6
block 1649 * ff729d9d
block 1650 * ffa68c8c
block 1651 * ff55524c
block 1652 * 737b6f68
block 1653 * ffaf7b6f
block 1654 * ff975b5b
block 1655 * ff200000
block 1656 * 4dcbb5b5
block 1657 * ff7d6c40
block 1658 * ff6b6c6f
block 1659 * ff656669
block 1660 * ff6b6c6f
block 1661 * ff6b6c6f
block 1662 * ff6b6c6f
block 1663 * ff6b6c6f
block 1664 * ff6b6c6f
block 1665 * ff6b6c6f
block 1666 * ff6b6c6f
block 1667 * ff6b6c6f
block 1668 * ff6b6c6f
block 1669 * ff6b6c6f
block 1670 * ff6b6c6f
block 1671 * ff787878
block 1672 * ffd3c5b8
block 1673 * ffd3c5b8
block 1674 * ff626466
block 1675 * ff626466
block 1676 * b050a97c
block 1677 * b050a97c
block 1678 * 766bac62
block 1678 0 906bab62
block 1678 1 906bab62
block 1678 2 906bab62
block 1678 3 906bab62
block 1678 4 906bab62
block 1678 5 906bab62
block 1679 * ffd1beaa
block 1680 * ffa58f75
block 1681 * ff747b73
block 1681 0 ff6e7575
block 1681 1 ff6e7575
block 1681 2 ff6e7575
block 1681 3 ff6e7575
block 1681 8 ff727672
block 1681 9 ff727672
block 1681 10 ff727672
block 1681 11 ff727672
block 1681 12 ff787c70
block 1681 13 ff787c70
block 1681 14 ff787c70
block 1681 15 ff787c70
block 1682 * ff747b73
block 1682 0 ff6e7575
block 1682 1 ff6e7575
block 1682 2 ff6e7575
block 1682 3 ff6e7575
block 1682 8 ff727672
block 1682 9 ff727672
block 1682 10 ff727672
block 1682 11 ff727672
block 1682 12 ff787c70
block 1682 13 ff787c70
block 1682 14 ff787c70
block 1682 15 ff787c70
block 1683 * ffe1d8c2
block 1684 * 6fafa196
block 1685 * ffab7a26
block 1686 * ffc2b8b3
block 1686 1 ffbfb4af
block 1686 2 ffc2b8b4
block 1687 * ffafb4c3
block 1688 * ff9aa3bd
block 1689 * ff6f6f6f
block 1690 * ff211f1f
block 1691 * ff2c2c2c
block 1692 * ff504512
block 1692 0 ff876529
block 1692 1 ff876529
block 1692 2 ff876529
block 1692 3 ff876529
block 1693 0 e5174d01
block 1693 4 e5174d01
block 1693 8 e5174d01
block 1693 12 e5174d01
block 1694 * 66475a0d
block 1695 * ffab8740
block 1696 * ffab8740
block 1697 * ffab8740
block 1698 * ffab8740
block 1699 * ff785c41
block 1700 * ff775b41
block 1700 0 ff72563c
block 1700 1 ff72563c
block 1700 2 ff72563c
block 1700 3 ff72563c
block 1701 * ff6f533a
block 1702 * ff785c41
block 1703 * ff785c41
block 1704 * ff785c41
block 1705 * ff1f1f1f
block 1706 * ff988860
block 1707 * ffbca679
block 1708 * ff958271
block 1709 * a5ad8420
block 1710 * ffbca679
block 1711 * ff958271
block 1712 * ff958271
block 1713 * 4914121e
block 1714 * 3f6d5d49
block 1714 1 3f9f9487
block 1714 2 3f36391f
block 1714 3 3f171411
block 1714 4 3f7a6f57
block 1714 5 3f594b37
block 1714 6 3f827362
block 1714 7 3f565039
block 1714 8 3f342f29
block 1714 9 3f7e6d58
block 1714 10 3f4d4130
block 1714 11 3f6d6052
block 1714 12 3f4e4834
block 1714 13 3f2f2b26
block 1714 14 3f746551
block 1715 * ff535353
block 1716 * c05a0cc1
block 1717 * c03f57ce
block 1718 * ff2c161a
block 1719 * c3352c2a
block 1720 * ffc4b4a0
block 1721 * ffc5b5a0
block 1722 * ff1f1f1f
block 1723 * ff1f1f1f
block 1724 * ff1f1f1f
block 1725 * ffc69f00
block 1726 0 67484b5b
block 1726 1 814b4e5e
block 1726 2 8142311f
block 1726 3 81633405
block 1726 4 818baac8
block 1727 0 4b545869
block 1727 1 67555969
block 1727 2 67483218
block 1727 3 67603e17
block 1727 4 67678db9
block 1728 0 834e515f
block 1728 1 b5505463
block 1728 2 b535220f
block 1728 3 b5502e13
block 1728 4 b587a1b9
block 1729 * 531e1b14
block 1730 * 373e592e
block 1730 1 43405c31
block 1730 2 57405e33
block 1730 3 613f5d32
block 1730 4 793e5b32
block 1730 5 833d5b31
block 1730 6 0944673a
block 1730 7 21406237
block 1730 8 3f3e5a2f
block 1730 9 51426134
block 1730 10 653e5b31
block 1730 11 96406034
block 1730 12 07517b46
block 1731 * 6c44454c
block 1732 * 79482a20
block 1733 * 6d36520d
block 1734 * 90495f23
block 1735 * 8b30460c
block 1736 * 5f45540d
block 1737 * 85405510
block 1738 * ae436112
block 1739 * 22594e0f
block 1740 * 28437421
block 1741 * 29417121
block 1742 * 5733956e
block 1743 * c1454614
block 1743 1 a9548900
block 1743 2 7d528301
block 1743 3 68538301
block 1744 * 5e7d8c49
block 1745 * 65519b17
block 1746 * 8055751c
block 1747 * 82a5cea7
block 1748 * 76304f30
block 1749 0 ff8f7e6e
block 1749 1 ff83888b
block 1749 2 ff888c8d
block 1749 3 ff7c7e86
block 1749 4 ff8a8983
block 1749 5 ff72868f
block 1749 6 ff7b898e
block 1750 0 feca7a23
block 1750 1 fe8aa5b6
block 1750 2 ffa9c2c8
block 1750 3 ff6d789a
block 1750 4 ffd0c99b
block 1750 5 ff89cde8
block 1750 6 ff6a9bb8
block 1750 7 ffd0c15d
block 1750 8 ff949c99
block 1750 9 ffcd8e44
block 1750 10 ffca5923
block 1750 11 fee9e59e
block 1750 12 ff297475
block 1751 * d97b0404
block 1752 * ccfcc902
block 1753 * d9083b3b
block 1754 * ddfeb82d
block 1755 * e523bdf9
block 1756 * b2ada77b
block 1757 * ff301c12
block 1758 * e63c0071
block 1759 * ccb1b1b1
block 1760 * ff323232
block 1761 0 ff787a79
block 1761 1 ff7a7978
block 1761 2 ff777778
block 1761 3 ff7d7e7e
block 1761 4 ff7c7c7c
block 1762 0 ff6ec6a0
block 1762 1 ffbbccca
block 1762 2 ff46495b
block 1762 3 ffaad4d4
block 1762 4 ff949a8a
block 1762 5 ffce6d56
block 1762 6 ffebd07f
block 1762 7 ff525252
block 1762 8 ffc37846
block 1762 9 ffd1a261
block 1762 10 ff515151
block 1763 0 ff6ec6a0
block 1763 1 ffbbccca
block 1763 2 ff46495b
block 1763 3 ffaad4d4
block 1763 4 ff949a8a
block 1763 5 ffce6d56
block 1763 6 ffebd07f
block 1763 7 ff525252
block 1764 0 ff55544d
block 1764 1 ff776d66
block 1764 2 ff776d65
block 1765 * 7f4d352a
block 1765 0 4884523d
block 1765 1 ff525252
block 1765 3 ff5d5250
block 1765 4 744e4744
block 1765 5 4c3d8265
block 1765 7 ff5d5750
block 1765 8 b55a5755
block 1765 9 ff5e5d5c
block 1765 10 ff675b54
block 1765 11 ff884830
block 1765 12 ff494c50
block 1765 13 ff514d4b
block 1765 14 5a59514d
block 1765 15 ff754736
block 1766 0 d95c524b
block 1766 1 ff7c007c
block 1766 2 b569615b
block 1766 3 4b443b2f
block 1766 4 47ffbb51
block 1766 5 e9838383
block 1766 6 ff4f545d
block 1766 7 ff8b8b8b
block 1766 8 ff554f59
block 1766 9 ab4f4845
block 1766 10 ad735748
block 1766 11 747f7876
block 1767 * cf484848
block 1767 0 ff525252
block 1767 2 3f393939
block 1767 4 ff323232
block 1767 5 ff4e4c47
block 1767 6 ff715645
block 1767 7 ff71685c
block 1767 8 634d4d4d
block 1767 9 75434343
block 1767 10 ffb2b2b2
block 1767 11 ff4f3a31
block 1767 12 ffbbccca
block 1767 13 cfaebebc
block 1767 14 ff7c6f65
block 1767 15 cfaebebc
block 1768 0 ffb9cac8
block 1768 1 ff444759
block 1768 2 ff4b4b4b
block 1769 0 ff7a695c
block 1769 2 ff595858
block 1769 3 ff595858
block 1769 6 ff525252
block 1769 9 ff525252
block 1769 10 ff525252
block 1770 0 794b3227
block 1770 1 ff542f1f
block 1770 2 ff542f1f
block 1770 3 ff542f1f
block 1770 4 ff482719
block 1770 5 4f553b32
block 1770 6 ff532e1d
block 1771 0 ff542f1f
block 1771 1 ff542f1f
block 1771 2 ff542f1f
block 1771 3 ff542f1f
block 1771 4 ff542f1f
block 1771 5 ff4e2c1c
block 1771 6 75522e1d
block 1772 0 ff542f1f
block 1772 1 ff4d2d1e
block 1772 2 ff4d2d1f
block 1773 * ff542f1f
block 1774 * ff4d2d1e
block 1775 * ff4d2d1f
block 1776 0 ff55544d
block 1776 1 ff474747
block 1776 2 ff3e1f15
block 1776 3 ff272727
block 1776 4 cb21b164
block 1776 5 c9412a23
block 1777 0 ff55544d
block 1777 1 ff474747
block 1777 2 ff3e1f15
block 1777 3 ff272727
block 1777 4 ff776d66
block 1777 5 ff776d65
block 1777 6 ff4a3832
block 1778 * ff776d66
block 1779 * ff776d65
block 1780 0 35237033
block 1780 1 53236e33
block 1780 2 7a247234
block 1780 3 94247235
block 1780 4 ac416933
block 1780 5 7f436532
block 1782 0 e5d4c6b3
block 1783 0 ffd0d0d0
block 1783 1 ffc55800
block 1783 2 ffad298f
block 1783 3 ff7a91d6
block 1783 4 ffbca11b
block 1783 5 ff3fa840
block 1783 6 ffbc708e
block 1783 7 ff454545
block 1783 8 ff8d8d8d
block 1783 9 ff499086
block 1783 10 ff6f306f
block 1783 11 ff37376f
block 1783 12 ff6f371b
block 1783 13 ff3d5b19
block 1783 14 ff9e1d1d
block 1783 15 ff1a1a1a
block 1784 0 ffb6b6b6
block 1784 1 ff736464
block 1785 * ffb6b6b6
block 1785 0 ff969393
block 1785 1 ffacacac
block 1785 6 ff818181
block 1785 8 ff9b9b9b
block 1785 10 ffa0968e
block 1785 14 ffb5aca2
block 1786 * ffb6b6b6
block 1786 1 ff867e6f
block 1786 2 ffb5a9a3
block 1786 3 ffb3cacb
block 1786 4 ff666167
block 1786 5 ff919191
block 1786 7 ffcdcdcd
block 1786 9 ff595f63
block 1786 10 ff7b7380
block 1786 11 ff919191
block 1786 12 ff9d9c9f
block 1786 14 ffad9889
block 1786 15 ff806f86
block 1787 * ffb6b6b6
block 1787 0 ffb69898
block 1787 1 ff919191
block 1787 2 ffa1a1a1
block 1787 4 ff856555
block 1787 6 ff979e93
block 1787 9 ff969596
block 1787 10 ffa9a6ac
block 1787 11 ffa1a3a5
block 1788 0 bb636363
block 1788 1 ffbababa
block 1788 4 ff615f56
block 1788 5 ff626057
block 1788 6 ff3e3a3a
block 1788 7 ff3b3738
block 1788 8 ffcb8ca6
block 1788 9 ffcf93ac
block 1788 10 ffce93ab
block 1788 11 ffcc8ea7
block 1788 12 ff3f3f3f
block 1788 13 ff3e3e3e
block 1788 14 ff3e3e3e
block 1788 15 ff3f3f3f
block 1789 * b75a4d4d
block 1790 * 4e6a645b
block 1791 * 7e5c5b52
block 1792 * ff736464
block 1793 * b380655e
block 1794 * b3795951
block 1795 * b368656b
block 1796 * b35e5f67
block 1797 * 604c5521
block 1798 * ff654a21
block 1798 0 ff9f8e69
block 1798 1 ff9f8e69
block 1798 2 ff9f8e69
block 1798 3 ff9f8e69
block 1799 0 c0105902
block 1799 1 c0724630
block 1799 4 c0105902
block 1799 5 c0203104
block 1799 8 c0105902
block 1799 9 c0203104
block 1799 12 c0105902
block 1799 13 c0203104
block 1800 0 80e1e1e1
block 1800 1 80d56000
block 1800 2 80bb2d9b
block 1800 3 80849de7
block 1800 4 80cbae1e
block 1800 5 8044b545
block 1800 6 80cb799a
block 1800 7 804b4b4b
block 1800 8 80999999
block 1800 9 804f9c91
block 1800 10 80783478
block 1800 11 803c3c78
block 1800 12 80783c1e
block 1800 13 8042621b
block 1800 14 80ab2020
block 1800 15 801c1c1c
block 1801 0 80e1e1e1
block 1801 1 80d56000
block 1801 2 80bb2d9b
block 1801 3 80849de7
block 1801 4 80cbae1e
block 1801 5 8044b545
block 1801 6 80cb799a
block 1801 7 804b4b4b
block 1801 8 80999999
block 1801 9 804f9c91
block 1801 10 80783478
block 1801 11 803c3c78
block 1801 12 80783c1e
block 1801 13 8042621b
block 1801 14 80ab2020
block 1801 15 801c1c1c
block 1802 * ff959391
block 1802 1 ff94928f
block 1802 2 ffa69f92
block 1802 3 ff94928f
block 1802 4 ffa69f92
block 1803 * ffcdccca
block 1804 0 ab6c98e3
block 1804 1 ffe8e0c2
block 1804 2 ff3155a7
block 1804 3 ff14121b
block 1804 4 ffacacac
block 1804 5 ffe2eeee
block 1804 6 ae729bee
block 1804 7 ffeae2c0
block 1804 8 ff3358a9
block 1804 9 ff16141c
block 1804 10 ffadadab
block 1804 11 ffe5f1f1
block 1804 12 ffe0826b
block 1804 13 ff74401e
block 1804 14 ff90604b
block 1804 15 ff0f302d
block 1805 0 ff131212
block 1805 1 ffbcbbb6
block 1805 2 ff161515
block 1805 3 ffbebdb8
block 1805 4 ff100f0f
block 1805 5 ffa7a6a2
block 1805 6 ff121111
block 1805 7 ffa09e9a
block 1805 8 ff1a1716
block 1805 9 ffbfbbb5
block 1805 10 ff141313
block 1805 11 ffbebdb8
block 1806 * bcc06d85
block 1807 * ff265f0c
block 1808 * ff5c3d06
block 1809 * ffa86e00
block 1811 * ebc4c4c4
block 1812 * f301030c
block 1813 * f85b3200
block 1814 * f04e7111
block 1815 * e7412d51
block 1816 * f8a9755d
block 1817 * f7f6a395
block 1818 * ff663e16
block 1819 * f8b39976
block 1820 * ccb1b1b1
block 1821 * b22fd3f3
block 1822 0 ffe39b80
block 1822 4 ffecbba7
block 1822 8 ffecbba7
block 1822 12 ffecbba7
block 1823 * ff6a8ac9
block 1823 0 ffdddddd
block 1823 1 ffdb7d3e
block 1823 2 ffb350bc
block 1823 4 ffb1a627
block 1823 5 ff41ae38
block 1823 6 ffd08499
block 1823 7 ff404040
block 1823 8 ffdddddd
block 1823 9 ffdb7d3e
block 1823 10 ffb350bc
block 1823 12 ffb1a627
block 1823 13 ff41ae38
block 1823 14 ffd08499
block 1823 15 ff404040
block 1824 * ff4f321f
block 1824 0 ff9aa1a1
block 1824 1 ff2e6e89
block 1824 2 ff7e3db5
block 1824 3 ff2e388d
block 1824 5 ff35461b
block 1824 6 ff963430
block 1824 7 ff191616
block 1824 8 ff9aa1a1
block 1824 9 ff2e6e89
block 1824 10 ff7e3db5
block 1824 11 ff2e388d
block 1824 13 ff35461b
block 1824 14 ff963430
block 1824 15 ff191616
block 1825 * ff96bf6a
block 1826 * ff665131
block 1827 * ff2d1c0c
block 1828 * ffcecec9
block 1829 * ff57431a
block 1830 0 ff4caa33
block 1830 1 ff4caa33
block 1830 2 ff338faa
block 1830 3 ff338faa
block 1831 * ff00c3c6
block 1831 1 ff00c74c
block 1831 2 ffaa45f3
block 1832 * ff3acc5d
block 1833 * a2359b9b
block 1834 * 9c67cfcc
block 1835 * 534cc38b
block 1836 * d917af58
block 1836 8 d915b25a
block 1836 9 d915b25a
block 1836 10 d915b25a
block 1836 11 d915b25a
block 1836 12 d915b25a
block 1836 13 d915b25a
block 1836 14 d915b25a
block 1836 15 d915b25a
block 1837 * e7610000
block 1837 0 e66d0000
block 1837 1 e66d0000
block 1837 2 e66d0000
block 1837 3 e66d0000
block 1837 4 e66d0000
block 1837 5 e66d0000
block 1837 6 e66d0000
block 1837 7 e66d0000
block 1838 * ff00c74c
block 1839 * 13817962
block 1840 * 8f4c4c4c
block 1841 * ff231d34
block 1841 1 ffd8d19c
block 1841 2 ff743f3b
block 1841 3 ffa6a6a6
block 1841 4 ffdadada
block 1841 5 ffcecb42
block 1841 6 ff254a98
block 1841 7 ff3bbfb8
block 1841 8 ffb60101
block 1841 9 ffbbad66
block 1841 10 ff59bf04
block 1841 11 ff04babf
block 1841 12 ffcbcd98
block 1841 13 ff232159
block 1842 * ff797979
block 1842 0 ff2d2542
block 1842 1 ffd8d099
block 1842 2 ff703d3a
block 1842 3 ff9e9e9e
block 1842 4 ffd5d5d5
block 1842 5 ffc7c41d
block 1842 6 ff274b90
block 1842 7 ff24b2ad
block 1842 8 ffb70000
block 1842 9 ffb8aa60
block 1842 10 ff67c000
block 1842 11 ff07b4b7
block 1842 12 ffb3b575
block 1842 13 ff1a194f
block 1843 * ffef98b6
block 1843 1 ffe68108
block 1843 2 ff2b78d5
block 1843 3 ff985ebf
block 1843 4 ffc97691
block 1843 5 ffc56614
block 1843 6 ff1c60b5
block 1843 7 ff7d49aa
block 1844 * a07d492a
block 1844 0 a0956b4b
block 1844 1 a095834b
block 1844 2 a0835325
block 1844 4 a0956b4b
block 1844 5 a095834b
block 1844 6 a0835325
block 1844 8 a0956b4b
block 1844 9 a095834b
block 1844 10 a0835325
block 1844 12 cc947864
block 1844 13 cca59154
block 1844 14 cc8f663a
block 1844 15 cc7c5038
block 1845 0 a064747b
block 1845 1 a0a3c549
block 1845 4 a064747b
block 1845 5 a0a3c549
block 1845 8 a064747b
block 1845 9 a0a3c549
block 1845 12 cc858b8e
block 1845 13 cc72b234
block 1846 * ff632b2a
block 1846 1 ff50344b
block 1846 2 ff805831
block 1846 3 ff887e71
block 1846 4 ff7b736e
block 1846 5 ff919191
block 1846 6 ff747374
block 1847 * ff8c827c
block 1847 1 ff908a7a
block 1847 2 ff897c6e
block 1847 3 ff7c716c
block 1847 4 ff918f8d
block 1847 5 ff5c677d
block 1848 * 6b755f35
block 1848 0 8f7b6239
block 1848 1 8f7b6239
block 1848 2 8f7b6239
block 1848 3 8f7b6239
block 1848 4 8f7b6239
block 1848 5 8f7b6239
block 1849 * ff277be1
block 1849 1 ffe06702
block 1849 2 ff9255bc
block 1849 3 ffca580f
block 1849 4 ff8b6422
block 1849 5 ffd7b389
block 1849 6 ffd9d9d9
block 1849 7 ffd4ae43
block 1849 8 ffee86a9
block 1849 9 ffa7a7a7
block 1849 10 ff00826b
block 1850 * ff76442c
block 1850 0 ff82683d
block 1850 1 ff8f7345
block 1850 2 ff8f7345
block 1850 3 ff8f7345
block 1850 4 ff8f7345
block 1850 10 ff8b7043
block 1850 11 ff8b7043
block 1850 12 ff8b7043
block 1850 13 ff8b7043
block 1851 * ff3c3c3c
block 1852 * ff835835
block 1853 0 ff835835
block 1853 1 ff82683d
block 1853 2 ff8f7345
block 1853 3 ff8b7043
block 1853 4 ff76442c
block 1853 5 ff3c3c3c
block 1853 8 ff835835
block 1853 9 ff82683d
block 1853 10 ff8f7345
block 1853 11 ff8b7043
block 1853 12 ff76442c
block 1853 13 ff3c3c3c
block 1854 0 ff606060
block 1854 8 ff606060
block 1855 * ffdbdbdb
block 1856 * ffdbdbdb
block 1857 * ff2c5805
block 1857 1 ff9fa1ab
block 1857 2 ff054f58
block 1857 3 ff392a10
block 1857 4 ff684224
block 1857 5 ff629298
block 1857 6 ff773911
block 1858 * ff710e0e
block 1859 * ffc4ab0a
block 1860 * fff9ac39
block 1861 * ffc1c1c1
block 1862 * ffed9696
block 1863 * ff354a99
block 1864 * ffa17143
block 1865 * ff8c5e22
block 1866 * ffebe240
block 1867 * ff83409e
block 1868 * ffdfb9cd
block 1869 * ff893b49
block 1870 * ff696969
block 1871 * b29feefd
block 1872 * ff292929
block 1873 * ff50b839
block 1874 * ffdecd76
block 1875 * ff5e588d
block 1876 * ff8cb9be
block 1877 * ff86ccd3
block 1878 * ffcbcbcb
block 1879 * ffedce2e
block 1880 * ff00381f
block 1881 * ffe3d58e
block 1882 * ffd35c22
block 1883 * ff84b5d4
block 1884 * ff094d44
block 1885 * e7610000
block 1886 * ffd5d0d0
block 1887 * ffcc6f6c
block 1888 * ff3a3a3a
block 1888 0 ff353535
block 1888 1 ff3b3b3b
block 1888 2 ff383838
block 1888 4 ff363636
block 1888 5 ff363636
block 1888 6 ff333333
block 1888 8 ff353535
block 1888 9 ff3b3b3b
block 1888 10 ff383838
block 1888 12 ff363636
block 1888 13 ff363636
block 1888 14 ff333333
block 1889 * ff8c866e
block 1889 1 ff79776a
block 1889 2 ff938c64
block 1889 3 ff847e58
block 1889 4 ff807a54
block 1889 5 ff807a55
block 1889 6 ff7d7750
block 1889 9 ff79776a
block 1889 10 ff938c64
block 1889 11 ff847e58
block 1889 12 ff807a54
block 1889 13 ff807a55
block 1889 14 ff7d7750
